origin,destination,count
Algeria,South Africa,386
Egypt,South Africa,3999
Libya,South Africa,140
Morocco,South Africa,939
Sudan,South Africa,2625
Tunisia,South Africa,98
Angola,South Africa,34453
Cameroon,South Africa,2137
Central African Republic,South Africa,101
Congo,South Africa,17037
Democratic Republic of the Congo,South Africa,26394
Gabon,South Africa,269
Benin,South Africa,167
Côte d'Ivoire,South Africa,1000
Ghana,South Africa,5773
Guinea,South Africa,67
Guinea-Bissau,South Africa,25
Liberia,South Africa,649
Mali,South Africa,92
Niger,South Africa,17
Nigeria,South Africa,14327
Saint Helena,South Africa,194
Senegal,South Africa,2389
Sierra Leone,South Africa,428
Botswana,South Africa,36259
Lesotho,South Africa,234089
Namibia,South Africa,91250
Burundi,South Africa,5673
Comoros,South Africa,169
Eritrea,South Africa,494
Ethiopia,South Africa,2686
Kenya,South Africa,14230
Madagascar,South Africa,370
Malawi,South Africa,53650
Mauritius,South Africa,7362
Mozambique,South Africa,505932
Réunion,South Africa,289
Rwanda,South Africa,4090
Seychelles,South Africa,576
Somalia,South Africa,16172
Uganda,South Africa,4199
United Republic of Tanzania,South Africa,8295
Zambia,South Africa,48274
Zimbabwe,South Africa,266144
Niue,South Africa,17
Australia,South Africa,6238
New Zealand,South Africa,2708
Fiji,South Africa,39
Papua New Guinea,South Africa,50
Nauru,South Africa,18
Northern Mariana Islands,South Africa,21
Barbados,South Africa,25
British Virgin Islands,South Africa,18
Cuba,South Africa,1326
Jamaica,South Africa,167
Saint Kitts and Nevis,South Africa,21
Trinidad and Tobago,South Africa,21
Argentina,South Africa,2051
Bolivia (Plurinational State of),South Africa,140
Brazil,South Africa,2539
Chile,South Africa,577
Colombia,South Africa,513
Guyana,South Africa,48
Paraguay,South Africa,101
Peru,South Africa,175
Uruguay,South Africa,98
Venezuela (Bolivarian Republic of),South Africa,259
Guatemala,South Africa,78
Mexico,South Africa,247
Nicaragua,South Africa,93
Panama,South Africa,50
Bermuda,South Africa,51
Canada,South Africa,4929
United States of America,South Africa,14644
France,Benin,1161
Chad,Benin,780
Congo,Benin,2942
Burkina Faso,Benin,10751
Côte d'Ivoire,Benin,24530
Ghana,Benin,12065
Mali,Benin,2490
Niger,Benin,68453
Nigeria,Benin,67553
Togo,Benin,85781
Benin,Burkina Faso,3996
Côte d'Ivoire,Burkina Faso,517165
Ghana,Burkina Faso,30810
Mali,Burkina Faso,41902
Niger,Burkina Faso,12200
Nigeria,Burkina Faso,4944
Senegal,Burkina Faso,3857
Togo,Burkina Faso,14721
Timor-Leste,Cabo Verde,8
China,Cabo Verde,22
Japan,Cabo Verde,1
Italy,Cabo Verde,392
Portugal,Cabo Verde,1116
Spain,Cabo Verde,138
Belgium,Cabo Verde,10
France,Cabo Verde,194
Germany,Cabo Verde,65
Luxembourg,Cabo Verde,4
Netherlands,Cabo Verde,36
Switzerland,Cabo Verde,13
Russian Federation,Cabo Verde,672
Ukraine,Cabo Verde,21
Angola,Cabo Verde,356
Gabon,Cabo Verde,8
Sao Tome and Principe,Cabo Verde,1649
Côte d'Ivoire,Cabo Verde,7
Gambia,Cabo Verde,5
Ghana,Cabo Verde,40
Guinea,Cabo Verde,398
Guinea-Bissau,Cabo Verde,4829
Mali,Cabo Verde,7
Nigeria,Cabo Verde,645
Senegal,Cabo Verde,1423
Sierra Leone,Cabo Verde,14
Mozambique,Cabo Verde,25
Cuba,Cabo Verde,82
United States Virgin Islands,Cabo Verde,68
Argentina,Cabo Verde,4
Brazil,Cabo Verde,275
Peru,Cabo Verde,3
Mexico,Cabo Verde,3
United States of America,Cabo Verde,338
Libya,Côte d'Ivoire,6149
Benin,Côte d'Ivoire,65120
Burkina Faso,Côte d'Ivoire,1269928
Cabo Verde,Côte d'Ivoire,346
Gambia,Côte d'Ivoire,6863
Ghana,Côte d'Ivoire,103072
Guinea,Côte d'Ivoire,154564
Guinea-Bissau,Côte d'Ivoire,390
Liberia,Côte d'Ivoire,25960
Mali,Côte d'Ivoire,484763
Mauritania,Côte d'Ivoire,11755
Niger,Côte d'Ivoire,62913
Nigeria,Côte d'Ivoire,41583
Senegal,Côte d'Ivoire,28021
Sierra Leone,Côte d'Ivoire,788
Togo,Côte d'Ivoire,38299
Guinea,Gambia,38965
Guinea-Bissau,Gambia,11899
Liberia,Gambia,853
Mali,Gambia,8929
Mauritania,Gambia,3144
Senegal,Gambia,114333
Sierra Leone,Gambia,2249
India,Ghana,708
Pakistan,Ghana,55
Sri Lanka,Ghana,17
Israel,Ghana,38
Lebanon,Ghana,818
Syrian Arab Republic,Ghana,43
Philippines,Ghana,23
China,Ghana,189
Japan,Ghana,46
Italy,Ghana,192
France,Ghana,182
Netherlands,Ghana,152
Switzerland,Ghana,121
Poland,Ghana,39
Russian Federation,Ghana,55
Algeria,Ghana,11
Egypt,Ghana,32
Sudan,Ghana,21
Cameroon,Ghana,95
Chad,Ghana,13
Democratic Republic of the Congo,Ghana,25
Benin,Ghana,13963
Burkina Faso,Ghana,47703
Côte d'Ivoire,Ghana,52511
Gambia,Ghana,1337
Guinea,Ghana,114
Liberia,Ghana,24718
Mali,Ghana,4175
Mauritania,Ghana,11
Niger,Ghana,4915
Nigeria,Ghana,57056
Senegal,Ghana,61
Sierra Leone,Ghana,1939
Togo,Ghana,73412
Ethiopia,Ghana,25
Kenya,Ghana,13
Rwanda,Ghana,311
United Republic of Tanzania,Ghana,7
Australia,Ghana,27
Brazil,Ghana,11
Canada,Ghana,230
United States of America,Ghana,508
Saudi Arabia,Guinea,120
Syrian Arab Republic,Guinea,15
China,Guinea,81
Japan,Guinea,46
Republic of Korea,Guinea,486
Portugal,Guinea,144
Spain,Guinea,1022
Belgium,Guinea,81
France,Guinea,648
Russian Federation,Guinea,149
Ukraine,Guinea,25
Benin,Guinea,928
Burkina Faso,Guinea,698
Cabo Verde,Guinea,37
Côte d'Ivoire,Guinea,12219
Gambia,Guinea,319
Guinea-Bissau,Guinea,5032
Liberia,Guinea,29367
Mali,Guinea,54950
Mauritania,Guinea,1351
Niger,Guinea,550
Nigeria,Guinea,359
Senegal,Guinea,3571
Sierra Leone,Guinea,13557
Togo,Guinea,935
Cuba,Guinea,1875
Brazil,Guinea,97
Canada,Guinea,116
United States of America,Guinea,472
Portugal,Guinea-Bissau,776
France,Guinea-Bissau,104
Cabo Verde,Guinea-Bissau,521
Gambia,Guinea-Bissau,1410
Guinea,Guinea-Bissau,4657
Liberia,Guinea-Bissau,847
Mauritania,Guinea-Bissau,527
Senegal,Guinea-Bissau,10455
Sierra Leone,Guinea-Bissau,766
Canada,Guinea-Bissau,54
United States of America,Guinea-Bissau,293
India,Liberia,712
Lebanon,Liberia,871
Italy,Liberia,50
Spain,Liberia,57
France,Liberia,59
Germany,Liberia,186
Netherlands,Liberia,60
Switzerland,Liberia,30
Sweden,Liberia,225
Benin,Liberia,25
Burkina Faso,Liberia,221
Côte d'Ivoire,Liberia,26335
Gambia,Liberia,711
Ghana,Liberia,7069
Guinea,Liberia,35375
Guinea-Bissau,Liberia,454
Mali,Liberia,1267
Niger,Liberia,226
Nigeria,Liberia,4922
Senegal,Liberia,342
Sierra Leone,Liberia,12578
Togo,Liberia,365
Canada,Liberia,49
United States of America,Liberia,451
Afghanistan,Mali,388
Israel,Mali,1091
Saudi Arabia,Mali,1188
United Arab Emirates,Mali,2485
Singapore,Mali,669
Thailand,Mali,367
China,Mali,2820
Japan,Mali,518
Kazakhstan,Mali,1501
Albania,Mali,1037
Andorra,Mali,842
Croatia,Mali,799
France,Mali,4397
Russian Federation,Mali,313
Algeria,Mali,388
Egypt,Mali,594
Libya,Mali,886
Morocco,Mali,637
Sudan,Mali,497
Angola,Mali,1264
Cameroon,Mali,1458
Central African Republic,Mali,767
Chad,Mali,486
Congo,Mali,8589
Democratic Republic of the Congo,Mali,1826
Equatorial Guinea,Mali,659
Gabon,Mali,9692
Benin,Mali,1307
Burkina Faso,Mali,43533
Côte d'Ivoire,Mali,136445
Gambia,Mali,1015
Ghana,Mali,4095
Guinea,Mali,29324
Guinea-Bissau,Mali,291
Liberia,Mali,918
Mauritania,Mali,5823
Niger,Mali,9324
Nigeria,Mali,2982
Senegal,Mali,16953
Sierra Leone,Mali,1728
Togo,Mali,3144
South Africa,Mali,453
Rwanda,Mali,388
United Republic of Tanzania,Mali,723
Zambia,Mali,475
American Samoa,Mali,324
French Polynesia,Mali,280
British Virgin Islands,Mali,410
Grenada,Mali,302
Guadeloupe,Mali,767
Turks and Caicos Islands,Mali,540
United States Virgin Islands,Mali,378
Chile,Mali,1253
Uruguay,Mali,410
United States of America,Mali,1166
Iraq,Mauritania,135
Kuwait,Mauritania,31
Lebanon,Mauritania,118
Saudi Arabia,Mauritania,304
State of Palestine,Mauritania,160
Syrian Arab Republic,Mauritania,139
United Arab Emirates,Mauritania,68
China,Mauritania,158
Republic of Korea,Mauritania,69
Italy,Mauritania,54
Spain,Mauritania,84
Belgium,Mauritania,60
Russian Federation,Mauritania,60
Algeria,Mauritania,1627
Egypt,Mauritania,224
Libya,Mauritania,138
Morocco,Mauritania,341
Tunisia,Mauritania,247
Cameroon,Mauritania,391
Chad,Mauritania,51
Democratic Republic of the Congo,Mauritania,137
Gabon,Mauritania,84
Benin,Mauritania,549
Côte d'Ivoire,Mauritania,533
Ghana,Mauritania,206
Guinea,Mauritania,3100
Guinea-Bissau,Mauritania,1198
Mali,Mauritania,7612
Niger,Mauritania,150
Senegal,Mauritania,38381
Togo,Mauritania,162
Argentina,Mauritania,66
Brazil,Mauritania,159
Canada,Mauritania,50
United States of America,Mauritania,108
Algeria,Niger,454
Libya,Niger,155
Sudan,Niger,522
Cameroon,Niger,411
Chad,Niger,745
Benin,Niger,17669
Burkina Faso,Niger,19065
Côte d'Ivoire,Niger,1186
Ghana,Niger,1658
Mali,Niger,44537
Nigeria,Niger,19177
Senegal,Niger,1134
Togo,Niger,9572
Cameroon,Nigeria,22173
Chad,Nigeria,24054
Benin,Nigeria,290214
Ghana,Nigeria,183351
Liberia,Nigeria,16936
Mali,Nigeria,132718
Niger,Nigeria,92949
Sierra Leone,Nigeria,3358
Togo,Nigeria,121778
South Africa,Saint Helena,44
Lebanon,Senegal,1037
Saudi Arabia,Senegal,1340
France,Senegal,13027
Germany,Senegal,821
Algeria,Senegal,3940
Morocco,Senegal,3873
Cameroon,Senegal,953
Central African Republic,Senegal,19
Democratic Republic of the Congo,Senegal,238
Benin,Senegal,3393
Côte d'Ivoire,Senegal,2642
Gambia,Senegal,4849
Ghana,Senegal,1678
Guinea,Senegal,48426
Guinea-Bissau,Senegal,27726
Liberia,Senegal,592
Mali,Senegal,32035
Mauritania,Senegal,50090
Niger,Senegal,1589
Nigeria,Senegal,797
Sierra Leone,Senegal,14007
Togo,Senegal,1570
Rwanda,Senegal,297
Brazil,Senegal,609
United States of America,Senegal,752
India,Sierra Leone,539
Pakistan,Sierra Leone,107
Iraq,Sierra Leone,1
Lebanon,Sierra Leone,679
Viet Nam,Sierra Leone,1
China,Sierra Leone,207
Japan,Sierra Leone,1
Republic of Korea,Sierra Leone,6
Germany,Sierra Leone,40
Russian Federation,Sierra Leone,61
Sudan,Sierra Leone,11
Chad,Sierra Leone,1
Equatorial Guinea,Sierra Leone,3
Benin,Sierra Leone,18
Burkina Faso,Sierra Leone,11
Cabo Verde,Sierra Leone,6
Côte d'Ivoire,Sierra Leone,271
Gambia,Sierra Leone,1316
Ghana,Sierra Leone,1107
Guinea,Sierra Leone,47462
Guinea-Bissau,Sierra Leone,47
Liberia,Sierra Leone,22552
Mali,Sierra Leone,472
Mauritania,Sierra Leone,109
Niger,Sierra Leone,64
