origin,destination,count
Kenya,Uganda,30640
Malawi,Uganda,174
Mozambique,Uganda,214
Rwanda,Uganda,131974
Somalia,Uganda,1007
United Republic of Tanzania,Uganda,29873
Zambia,Uganda,183
Zimbabwe,Uganda,79
Cuba,Uganda,136
Canada,Uganda,92
United States of America,Uganda,459
India,United Republic of Tanzania,6308
Pakistan,United Republic of Tanzania,517
Italy,United Republic of Tanzania,457
Germany,United Republic of Tanzania,769
Angola,United Republic of Tanzania,958
Congo,United Republic of Tanzania,22000
Democratic Republic of the Congo,United Republic of Tanzania,21834
Botswana,United Republic of Tanzania,108
Lesotho,United Republic of Tanzania,106
Namibia,United Republic of Tanzania,494
South Africa,United Republic of Tanzania,547
Burundi,United Republic of Tanzania,310644
Comoros,United Republic of Tanzania,458
Kenya,United Republic of Tanzania,31740
Malawi,United Republic of Tanzania,7121
Mauritius,United Republic of Tanzania,151
Mozambique,United Republic of Tanzania,57995
Rwanda,United Republic of Tanzania,600656
Seychelles,United Republic of Tanzania,286
Somalia,United Republic of Tanzania,4247
Uganda,United Republic of Tanzania,15546
Zambia,United Republic of Tanzania,14501
Zimbabwe,United Republic of Tanzania,652
Canada,United Republic of Tanzania,234
United States of America,United Republic of Tanzania,1027
India,Zambia,3854
China,Zambia,128
Japan,Zambia,137
France,Zambia,59
Germany,Zambia,220
Egypt,Zambia,139
Angola,Zambia,141001
Cameroon,Zambia,13
Congo,Zambia,456
Democratic Republic of the Congo,Zambia,31525
Ghana,Zambia,283
Mali,Zambia,206
Nigeria,Zambia,148
Senegal,Zambia,138
Botswana,Zambia,228
Namibia,Zambia,473
South Africa,Zambia,2660
Burundi,Zambia,271
Kenya,Zambia,328
Malawi,Zambia,12382
Mozambique,Zambia,3127
Rwanda,Zambia,2285
Uganda,Zambia,359
United Republic of Tanzania,Zambia,6172
Zimbabwe,Zambia,23707
Australia,Zambia,81
Canada,Zambia,188
United States of America,Zambia,460
Botswana,Zimbabwe,2924
South Africa,Zimbabwe,15313
Malawi,Zimbabwe,67945
Mozambique,Zimbabwe,266322
Zambia,Zimbabwe,22815
Portugal,Angola,6156
Chad,Angola,14
Congo,Angola,477
Democratic Republic of the Congo,Angola,14957
Sao Tome and Principe,Angola,3617
Cabo Verde,Angola,4147
Côte d'Ivoire,Angola,6
Guinea,Angola,152
Namibia,Angola,401
South Africa,Angola,2832
Mozambique,Angola,113
Rwanda,Angola,115
Zambia,Angola,139
France,Cameroon,10986
Chad,Cameroon,88874
Nigeria,Cameroon,97818
Cyprus,Central African Republic,8
Turkey,Central African Republic,8
Italy,Central African Republic,56
Slovenia,Central African Republic,42
Austria,Central African Republic,27
France,Central African Republic,13090
Netherlands,Central African Republic,36
Switzerland,Central African Republic,193
Russian Federation,Central African Republic,193
Denmark,Central African Republic,2
Ireland,Central African Republic,9
Sweden,Central African Republic,15
Egypt,Central African Republic,65
Sudan,Central African Republic,27015
Chad,Central African Republic,13169
Democratic Republic of the Congo,Central African Republic,20510
Sao Tome and Principe,Central African Republic,104
Mali,Central African Republic,422
Togo,Central African Republic,9
South Africa,Central African Republic,84
Australia,Central African Republic,13
Canada,Central African Republic,157
United States of America,Central African Republic,683
France,Chad,963
Libya,Chad,1191
Sudan,Chad,19071
Cameroon,Chad,33673
Central African Republic,Chad,8765
Congo,Chad,777
Democratic Republic of the Congo,Chad,200
Gabon,Chad,318
Niger,Chad,2840
Nigeria,Chad,16104
Lebanon,Congo,414
China,Congo,327
Portugal,Congo,511
France,Congo,6041
Germany,Congo,205
Russian Federation,Congo,913
Angola,Congo,18270
Cameroon,Congo,4003
Central African Republic,Congo,11844
Chad,Congo,3743
Democratic Republic of the Congo,Congo,110720
Equatorial Guinea,Congo,560
Gabon,Congo,1121
Benin,Congo,5250
Mali,Congo,9493
Mauritania,Congo,1115
Senegal,Congo,4436
Togo,Congo,863
Rwanda,Congo,5503
Cuba,Congo,190
United States of America,Congo,59
Sudan,Democratic Republic of the Congo,15271
Angola,Democratic Republic of the Congo,276402
Congo,Democratic Republic of the Congo,5912
Burundi,Democratic Republic of the Congo,128458
Rwanda,Democratic Republic of the Congo,1132791
South Sudan,Democratic Republic of the Congo,137306
Uganda,Democratic Republic of the Congo,19780
Spain,Equatorial Guinea,429
France,Equatorial Guinea,1529
Cameroon,Equatorial Guinea,268
Gabon,Equatorial Guinea,86
Sao Tome and Principe,Equatorial Guinea,501
Nigeria,Equatorial Guinea,121
Israel,Gabon,6
Lebanon,Gabon,1034
Syrian Arab Republic,Gabon,12
China,Gabon,143
Japan,Gabon,13
Republic of Korea,Gabon,80
Belgium,Gabon,206
France,Gabon,6645
Germany,Gabon,36
Algeria,Gabon,45
Morocco,Gabon,295
Tunisia,Gabon,93
Angola,Gabon,457
Cameroon,Gabon,20944
Chad,Gabon,1870
Congo,Gabon,6747
Democratic Republic of the Congo,Gabon,3683
Equatorial Guinea,Gabon,35966
Sao Tome and Principe,Gabon,2690
Benin,Gabon,21584
Burkina Faso,Gabon,2891
Côte d'Ivoire,Gabon,1403
Ghana,Gabon,2631
Guinea,Gabon,2058
Mali,Gabon,22807
Nigeria,Gabon,9887
Senegal,Gabon,12612
Togo,Gabon,9517
South Africa,Gabon,5
Burundi,Gabon,69
Rwanda,Gabon,87
Canada,Gabon,121
United States of America,Gabon,226
Portugal,Sao Tome and Principe,212
Angola,Sao Tome and Principe,556
Equatorial Guinea,Sao Tome and Principe,286
Gabon,Sao Tome and Principe,221
Cabo Verde,Sao Tome and Principe,3343
Mozambique,Sao Tome and Principe,228
India,Botswana,2375
Pakistan,Botswana,175
Sri Lanka,Botswana,480
China,Botswana,1055
Italy,Botswana,155
Portugal,Botswana,132
Germany,Botswana,320
Netherlands,Botswana,181
Denmark,Botswana,98
Ireland,Botswana,178
Norway,Botswana,111
Sweden,Botswana,124
Angola,Botswana,889
Democratic Republic of the Congo,Botswana,849
Nigeria,Botswana,187
Lesotho,Botswana,816
Namibia,Botswana,462
South Africa,Botswana,9329
Kenya,Botswana,179
Madagascar,Botswana,161
Malawi,Botswana,1150
Mauritius,Botswana,471
Mozambique,Botswana,297
Seychelles,Botswana,67
Uganda,Botswana,411
United Republic of Tanzania,Botswana,743
Zambia,Botswana,3213
Zimbabwe,Botswana,7917
Australia,Botswana,111
Canada,Botswana,104
United States of America,Botswana,313
India,Lesotho,266
Pakistan,Lesotho,266
China,Lesotho,140
Ghana,Lesotho,105
Botswana,Lesotho,104
Namibia,Lesotho,4
South Africa,Lesotho,2528
Malawi,Lesotho,44
Mozambique,Lesotho,28
Uganda,Lesotho,160
United Republic of Tanzania,Lesotho,100
Zambia,Lesotho,72
Zimbabwe,Lesotho,72
United States of America,Lesotho,91
Afghanistan,Namibia,61
Bangladesh,Namibia,45
India,Namibia,953
Iran (Islamic Republic of),Namibia,43
Pakistan,Namibia,235
Armenia,Namibia,89
Bahrain,Namibia,68
Israel,Namibia,153
Lebanon,Namibia,65
Turkey,Namibia,49
Indonesia,Namibia,127
Philippines,Namibia,348
Thailand,Namibia,104
China,Namibia,4392
Japan,Namibia,160
Republic of Korea,Namibia,49
Italy,Namibia,1165
Portugal,Namibia,613
Spain,Namibia,485
Austria,Namibia,861
Belgium,Namibia,260
France,Namibia,758
Germany,Namibia,12815
Luxembourg,Namibia,61
Netherlands,Namibia,729
Switzerland,Namibia,606
Bulgaria,Namibia,43
Poland,Namibia,238
Romania,Namibia,43
Russian Federation,Namibia,642
Ukraine,Namibia,363
Denmark,Namibia,160
Finland,Namibia,110
Ireland,Namibia,85
Norway,Namibia,75
Sweden,Namibia,142
Algeria,Namibia,684
Egypt,Namibia,245
Libya,Namibia,49
Sudan,Namibia,281
Angola,Namibia,22978
Cameroon,Namibia,167
Congo,Namibia,1579
Democratic Republic of the Congo,Namibia,4501
Benin,Namibia,219
Burkina Faso,Namibia,100
Côte d'Ivoire,Namibia,43
Gambia,Namibia,122
Ghana,Namibia,202
Guinea,Namibia,75
Nigeria,Namibia,1389
Senegal,Namibia,43
Sierra Leone,Namibia,231
Botswana,Namibia,932
Lesotho,Namibia,177
South Africa,Namibia,11988
Burundi,Namibia,549
Ethiopia,Namibia,298
Kenya,Namibia,1569
Malawi,Namibia,521
Mauritius,Namibia,151
Mozambique,Namibia,194
Rwanda,Namibia,506
Seychelles,Namibia,80
Somalia,Namibia,131
Uganda,Namibia,680
United Republic of Tanzania,Namibia,1553
Zambia,Namibia,4277
Zimbabwe,Namibia,20430
Australia,Namibia,758
New Zealand,Namibia,70
Antigua and Barbuda,Namibia,662
Bahamas,Namibia,70
Cuba,Namibia,961
Argentina,Namibia,70
Brazil,Namibia,755
Chile,Namibia,45
Canada,Namibia,266
United States of America,Namibia,1485
Afghanistan,South Africa,36
Bangladesh,South Africa,1540
India,South Africa,10958
Iran (Islamic Republic of),South Africa,424
Maldives,South Africa,34
Nepal,South Africa,77
Pakistan,South Africa,2469
Sri Lanka,South Africa,600
Bahrain,South Africa,100
Cyprus,South Africa,1304
Iraq,South Africa,88
Israel,South Africa,1879
Jordan,South Africa,34
Kuwait,South Africa,56
Lebanon,South Africa,563
Oman,South Africa,20
Saudi Arabia,South Africa,377
State of Palestine,South Africa,60
Syrian Arab Republic,South Africa,70
Turkey,South Africa,551
United Arab Emirates,South Africa,109
Yemen,South Africa,51
Brunei Darussalam,South Africa,14
Indonesia,South Africa,742
Lao People's Democratic Republic,South Africa,20
Malaysia,South Africa,554
Myanmar,South Africa,131
Philippines,South Africa,922
Singapore,South Africa,352
Thailand,South Africa,225
Viet Nam,South Africa,97
China,South Africa,8051
Japan,South Africa,786
Republic of Korea,South Africa,1013
Albania,South Africa,63
Bosnia and Herzegovina,South Africa,91
Croatia,South Africa,391
Gibraltar,South Africa,21
Greece,South Africa,3034
Italy,South Africa,8891
Malta,South Africa,133
Portugal,South Africa,16592
Serbia,South Africa,1550
Spain,South Africa,478
Austria,South Africa,2520
Belgium,South Africa,4009
France,South Africa,3828
Germany,South Africa,25144
Luxembourg,South Africa,11
Monaco,South Africa,9
Netherlands,South Africa,11283
Switzerland,South Africa,2225
Belarus,South Africa,93
Bulgaria,South Africa,2393
Poland,South Africa,2497
Romania,South Africa,631
Russian Federation,South Africa,1138
Slovakia,South Africa,164
Ukraine,South Africa,1488
Denmark,South Africa,886
Estonia,South Africa,56
Finland,South Africa,370
Iceland,South Africa,13
Ireland,South Africa,4728
Latvia,South Africa,163
Lithuania,South Africa,157
Norway,South Africa,435
Sweden,South Africa,95
Algeria,South Africa,233
Egypt,South Africa,1204
Libya,South Africa,98
Morocco,South Africa,660
Sudan,South Africa,1633
Tunisia,South Africa,69
Angola,South Africa,11043
Cameroon,South Africa,1436
Central African Republic,South Africa,73
Congo,South Africa,3712
Democratic Republic of the Congo,South Africa,7488
Gabon,South Africa,190
Benin,South Africa,119
Côte d'Ivoire,South Africa,695
Ghana,South Africa,4046
Guinea,South Africa,48
Guinea-Bissau,South Africa,18
Liberia,South Africa,192
Mali,South Africa,65
Niger,South Africa,13
Nigeria,South Africa,10027
Saint Helena,South Africa,137
Senegal,South Africa,1674
Sierra Leone,South Africa,239
Botswana,South Africa,15678
Lesotho,South Africa,130897
Namibia,South Africa,23874
Burundi,South Africa,1305
Comoros,South Africa,120
Eritrea,South Africa,325
Ethiopia,South Africa,1792
Kenya,South Africa,3911
Madagascar,South Africa,263
Malawi,South Africa,17067
Mauritius,South Africa,3604
Mozambique,South Africa,320659
Réunion,South Africa,561
Rwanda,South Africa,1512
Seychelles,South Africa,133
Somalia,South Africa,2874
Uganda,South Africa,2882
United Republic of Tanzania,South Africa,1698
Zambia,South Africa,12880
Zimbabwe,South Africa,82744
Niue,South Africa,13
Australia,South Africa,3145
New Zealand,South Africa,1181
Fiji,South Africa,29
Papua New Guinea,South Africa,36
Nauru,South Africa,14
Northern Mariana Islands,South Africa,17
Barbados,South Africa,18
British Virgin Islands,South Africa,14
Cuba,South Africa,416
Jamaica,South Africa,119
Saint Kitts and Nevis,South Africa,16
Trinidad and Tobago,South Africa,16
Argentina,South Africa,702
Bolivia (Plurinational State of),South Africa,98
Brazil,South Africa,960
Chile,South Africa,405
Colombia,South Africa,159
Guyana,South Africa,34
Paraguay,South Africa,72
Peru,South Africa,124
Uruguay,South Africa,69
Venezuela (Bolivarian Republic of),South Africa,184
Guatemala,South Africa,56
Mexico,South Africa,86
Nicaragua,South Africa,66
Panama,South Africa,36
Bermuda,South Africa,38
Canada,South Africa,2292
United States of America,South Africa,7115
France,Benin,510
Chad,Benin,198
Congo,Benin,542
Burkina Faso,Benin,4830
Côte d'Ivoire,Benin,3906
Ghana,Benin,2902
Mali,Benin,366
Niger,Benin,36802
Nigeria,Benin,21661
Togo,Benin,23369
Benin,Burkina Faso,2554
Côte d'Ivoire,Burkina Faso,303170
Ghana,Burkina Faso,30522
Mali,Burkina Faso,75987
Niger,Burkina Faso,10291
Nigeria,Burkina Faso,3161
Senegal,Burkina Faso,2466
Togo,Burkina Faso,7625
Timor-Leste,Cabo Verde,14
China,Cabo Verde,41
Japan,Cabo Verde,3
Italy,Cabo Verde,253
Portugal,Cabo Verde,1031
Spain,Cabo Verde,40
Belgium,Cabo Verde,19
France,Cabo Verde,137
Germany,Cabo Verde,33
Luxembourg,Cabo Verde,8
Netherlands,Cabo Verde,72
Switzerland,Cabo Verde,24
Russian Federation,Cabo Verde,74
Ukraine,Cabo Verde,37
Angola,Cabo Verde,1899
Gabon,Cabo Verde,14
Sao Tome and Principe,Cabo Verde,3111
Côte d'Ivoire,Cabo Verde,12
Gambia,Cabo Verde,10
Ghana,Cabo Verde,74
Guinea,Cabo Verde,80
Guinea-Bissau,Cabo Verde,839
Mali,Cabo Verde,12
Nigeria,Cabo Verde,114
Senegal,Cabo Verde,384
Sierra Leone,Cabo Verde,26
Mozambique,Cabo Verde,64
Cuba,Cabo Verde,92
United States Virgin Islands,Cabo Verde,30
Argentina,Cabo Verde,8
Brazil,Cabo Verde,104
Peru,Cabo Verde,4
Mexico,Cabo Verde,5
United States of America,Cabo Verde,232
Libya,Côte d'Ivoire,5397
Benin,Côte d'Ivoire,57138
Burkina Faso,Côte d'Ivoire,1114233
Cabo Verde,Côte d'Ivoire,306
Gambia,Côte d'Ivoire,6022
Ghana,Côte d'Ivoire,90436
Guinea,Côte d'Ivoire,135616
Guinea-Bissau,Côte d'Ivoire,344
Liberia,Côte d'Ivoire,22779
Mali,Côte d'Ivoire,445636
Mauritania,Côte d'Ivoire,10316
Niger,Côte d'Ivoire,55202
Nigeria,Côte d'Ivoire,36486
Senegal,Côte d'Ivoire,24586
Sierra Leone,Côte d'Ivoire,693
Togo,Côte d'Ivoire,33605
Guinea,Gambia,30668
Guinea-Bissau,Gambia,9365
Liberia,Gambia,286
Mali,Gambia,7028
Mauritania,Gambia,2474
Senegal,Gambia,89990
Sierra Leone,Gambia,6835
India,Ghana,452
Pakistan,Ghana,47
Sri Lanka,Ghana,15
Israel,Ghana,24
Lebanon,Ghana,523
Syrian Arab Republic,Ghana,37
Philippines,Ghana,20
China,Ghana,121
Japan,Ghana,30
Italy,Ghana,123
France,Ghana,116
Netherlands,Ghana,131
Switzerland,Ghana,104
Poland,Ghana,34
Russian Federation,Ghana,47
Algeria,Ghana,7
Egypt,Ghana,21
Sudan,Ghana,18
Cameroon,Ghana,61
Chad,Ghana,8
Democratic Republic of the Congo,Ghana,16
Benin,Ghana,8928
Burkina Faso,Ghana,41526
Côte d'Ivoire,Ghana,4885
Gambia,Ghana,19
Guinea,Ghana,74
Liberia,Ghana,14538
Mali,Ghana,3580
Mauritania,Ghana,9
Niger,Ghana,4214
Nigeria,Ghana,14826
Senegal,Ghana,53
Sierra Leone,Ghana,1180
Togo,Ghana,144121
Ethiopia,Ghana,16
Kenya,Ghana,8
Rwanda,Ghana,267
United Republic of Tanzania,Ghana,6
Australia,Ghana,17
Brazil,Ghana,7
Canada,Ghana,147
United States of America,Ghana,435
Saudi Arabia,Guinea,786
Syrian Arab Republic,Guinea,34
China,Guinea,154
Japan,Guinea,31
Republic of Korea,Guinea,159
Portugal,Guinea,273
Spain,Guinea,68
Belgium,Guinea,238
France,Guinea,1893
Russian Federation,Guinea,551
Ukraine,Guinea,96
Benin,Guinea,2710
Burkina Faso,Guinea,552
Cabo Verde,Guinea,112
Côte d'Ivoire,Guinea,2850
Gambia,Guinea,935
Guinea-Bissau,Guinea,3226
Liberia,Guinea,449575
Mali,Guinea,17927
Mauritania,Guinea,442
Niger,Guinea,1606
Nigeria,Guinea,1049
Senegal,Guinea,7805
Sierra Leone,Guinea,273125
Togo,Guinea,1692
Cuba,Guinea,70
Brazil,Guinea,285
Canada,Guinea,342
United States of America,Guinea,636
Portugal,Guinea-Bissau,678
France,Guinea-Bissau,91
Cabo Verde,Guinea-Bissau,466
Gambia,Guinea-Bissau,1247
Guinea,Guinea-Bissau,4069
Liberia,Guinea-Bissau,2407
Mauritania,Guinea-Bissau,461
Senegal,Guinea-Bissau,16635
Sierra Leone,Guinea-Bissau,524
Canada,Guinea-Bissau,48
United States of America,Guinea-Bissau,257
India,Liberia,756
Lebanon,Liberia,4133
Italy,Liberia,246
Spain,Liberia,279
France,Liberia,289
Germany,Liberia,906
Netherlands,Liberia,291
Switzerland,Liberia,144
Sweden,Liberia,1094
Benin,Liberia,61
Burkina Faso,Liberia,379
Côte d'Ivoire,Liberia,2132
Gambia,Liberia,650
Ghana,Liberia,9723
Guinea,Liberia,32238
Guinea-Bissau,Liberia,2211
Mali,Liberia,1924
Niger,Liberia,1101
Nigeria,Liberia,2337
Senegal,Liberia,237
Sierra Leone,Liberia,124102
Togo,Liberia,244
Canada,Liberia,241
United States of America,Liberia,2891
China,Mali,190
France,Mali,2679
Russian Federation,Mali,240
Algeria,Mali,507
Angola,Mali,72
Cameroon,Mali,618
Central African Republic,Mali,295
Congo,Mali,4208
Gabon,Mali,4670
Benin,Mali,566
Burkina Faso,Mali,20221
Côte d'Ivoire,Mali,59377
Gambia,Mali,621
Ghana,Mali,2323
Guinea,Mali,17896
Liberia,Mali,612
Mauritania,Mali,20955
Niger,Mali,4803
Nigeria,Mali,1663
Senegal,Mali,12540
Sierra Leone,Mali,1283
Togo,Mali,934
United States of America,Mali,242
Iraq,Mauritania,82
Kuwait,Mauritania,30
Lebanon,Mauritania,113
Saudi Arabia,Mauritania,291
State of Palestine,Mauritania,144
Syrian Arab Republic,Mauritania,133
United Arab Emirates,Mauritania,66
China,Mauritania,151
Republic of Korea,Mauritania,67
Italy,Mauritania,53
Spain,Mauritania,82
Belgium,Mauritania,59
Russian Federation,Mauritania,59
Algeria,Mauritania,1549
Egypt,Mauritania,215
Libya,Mauritania,132
Morocco,Mauritania,326
Tunisia,Mauritania,236
Cameroon,Mauritania,373
Chad,Mauritania,50
Democratic Republic of the Congo,Mauritania,33
Gabon,Mauritania,82
Benin,Mauritania,524
Côte d'Ivoire,Mauritania,186
Ghana,Mauritania,198
Guinea,Mauritania,2936
Guinea-Bissau,Mauritania,1140
Mali,Mauritania,41626
Niger,Mauritania,144
Senegal,Mauritania,36493
Togo,Mauritania,111
Argentina,Mauritania,64
Brazil,Mauritania,152
Canada,Mauritania,49
United States of America,Mauritania,105
Algeria,Niger,364
Libya,Niger,123
Sudan,Niger,418
Cameroon,Niger,329
Chad,Niger,1077
Benin,Niger,12961
Burkina Faso,Niger,13956
Côte d'Ivoire,Niger,2774
Ghana,Niger,2881
Mali,Niger,64573
Nigeria,Niger,28313
Senegal,Niger,910
Togo,Niger,7356
Cameroon,Nigeria,10384
Chad,Nigeria,11265
Benin,Nigeria,117556
Ghana,Nigeria,81276
Liberia,Nigeria,7931
Mali,Nigeria,39251
Niger,Nigeria,39858
Sierra Leone,Nigeria,1574
Togo,Nigeria,52442
South Africa,Saint Helena,21
Lebanon,Senegal,952
Saudi Arabia,Senegal,1230
France,Senegal,11977
Germany,Senegal,754
Algeria,Senegal,3622
Morocco,Senegal,3560
Cameroon,Senegal,875
Central African Republic,Senegal,3
Democratic Republic of the Congo,Senegal,29
Benin,Senegal,3120
Côte d'Ivoire,Senegal,2428
Gambia,Senegal,4458
Ghana,Senegal,1543
Guinea,Senegal,44519
Guinea-Bissau,Senegal,24916
Liberia,Senegal,220
Mali,Senegal,29450
Mauritania,Senegal,98848
Niger,Senegal,1460
Nigeria,Senegal,733
Sierra Leone,Senegal,12876
Togo,Senegal,1443
Rwanda,Senegal,300
Brazil,Senegal,560
United States of America,Senegal,692
India,Sierra Leone,395
Lebanon,Sierra Leone,2066
Viet Nam,Sierra Leone,1
China,Sierra Leone,273
Japan,Sierra Leone,6
Republic of Korea,Sierra Leone,14
Germany,Sierra Leone,131
Russian Federation,Sierra Leone,73
Sudan,Sierra Leone,3
Chad,Sierra Leone,3
Benin,Sierra Leone,257
Burkina Faso,Sierra Leone,34
Cabo Verde,Sierra Leone,4
Côte d'Ivoire,Sierra Leone,72
Gambia,Sierra Leone,5110
Ghana,Sierra Leone,1274
Guinea,Sierra Leone,72442
Guinea-Bissau,Sierra Leone,23
Liberia,Sierra Leone,8925
Mali,Sierra Leone,1904
Mauritania,Sierra Leone,138
Niger,Sierra Leone,157
Nigeria,Sierra Leone,2063
Senegal,Sierra Leone,718
Togo,Sierra Leone,41
South Africa,Sierra Leone,233
Canada,Sierra Leone,37
United States of America,Sierra Leone,493
China,Togo,278
Belgium,Togo,28
France,Togo,1523
Germany,Togo,87
Cameroon,Togo,376
Central African Republic,Togo,201
Chad,Togo,385
Congo,Togo,138
Democratic Republic of the Congo,Togo,312
Equatorial Guinea,Togo,56
Gabon,Togo,484
Sao Tome and Principe,Togo,21
Benin,Togo,26058
Burkina Faso,Togo,6908
Cabo Verde,Togo,21
Côte d'Ivoire,Togo,1791
Gambia,Togo,574
Ghana,Togo,19575
Guinea,Togo,1749
Guinea-Bissau,Togo,69
Liberia,Togo,91
Mali,Togo,2038
Mauritania,Togo,76
Niger,Togo,14286
Nigeria,Togo,11900
Senegal,Togo,544
Sierra Leone,Togo,55
Rwanda,Togo,899
Canada,Togo,20
United States of America,Togo,179
Iraq,Algeria,4249
Jordan,Algeria,2272
Kuwait,Algeria,1308
Lebanon,Algeria,1395
Saudi Arabia,Algeria,3497
State of Palestine,Algeria,33836
Syrian Arab Republic,Algeria,3312
Yemen,Algeria,2480
Indonesia,Algeria,1223
Malaysia,Algeria,1264
Italy,Algeria,1942
France,Algeria,1321
Germany,Algeria,3661
Russian Federation,Algeria,3545
Libya,Algeria,2154
Sudan,Algeria,5362
Western Sahara,Algeria,166903
Somalia,Algeria,6248
United States of America,Algeria,2802
Afghanistan,Egypt,188
Bangladesh,Egypt,143
India,Egypt,823
Iran (Islamic Republic of),Egypt,118
Maldives,Egypt,12
Pakistan,Egypt,403
Sri Lanka,Egypt,199
Armenia,Egypt,143
Azerbaijan,Egypt,23
Bahrain,Egypt,325
Cyprus,Egypt,77
